"award","projname","projectnmbr","dateofaward","lgid","program","county"
"30000","Rifle CNG Vehicle Purchase","08066","24-AUG-15","23017","EIAF","Garfield"
"380000","AGNC Greater Sage Grouse Statewide Mapping - Fed Lands","09004","08-DEC-15",NA,"EIAF","Garfield"
"450000","Silt Main Street Infrastructure & Streets Improvements","09009","08-DEC-15","23019","EIAF","Garfield"
"1000","Rifle Downtown Colorado Inc Conference Scholarship 2015","09011","18-AUG-15","23017","EIAF","Garfield"
"102000","Region 11 Community Development '16","09031","03-NOV-15",NA,"EIAF","Garfield"
"118153","Carbondale Nettle Creek Treatment Plant Improvements","09086","24-FEB-16","23004","EIAF","Garfield"
"1257987","Rifle Water Storage Tank Replacement","09129","04-APR-16","23017","EIAF","Garfield"
"42230",NA,"12-GARF","01-MAR-12",NA,"CSBG","Garfield"
"185000","Garfield County CNG Vehicles Purchase","07703","24-FEB-15","23005","EIAF","Garfield"
"250000","Rifle Enterprise Court Road Reconstruction","08204","04-AUG-16","23017","EIAF","Garfield"
"400000","Glenwood Springs 7th Street Plaza Construction Phase I","08316","05-DEC-16","23008","EIAF","Garfield"
"800000","Rifle North/South Integration Project- Water Line","08317","05-DEC-16","23017","EIAF","Garfield"
"42000","Glenwood Springs Best and Brightest Intern 2017-2018","08343","07-DEC-16","23008","EIAF","Garfield"
"75000","Rifle Water Transmission Lines Design","08366","27-APR-17","23017","EIAF","Garfield"
"42000","Carbondale Best & Brightest Intern 2017-2019","08450","10-MAY-17","23004","EIAF","Garfield"
"20000","Parachute Building Design Standards Development","08469","30-JUN-17","23013","EIAF","Garfield"
"25000","Carbondale Artspace Feasibility Study & Arts Market Survey","08525","01-SEP-17","23004","EIAF","Garfield"
"250000","Glenwood Springs 27th Street Bridge Project","08557","05-DEC-17","23008","EIAF","Garfield"
"87500","Glenwood Springs Airport Property Planning Project","08620","28-FEB-18","23008","EIAF","Garfield"
"174218","Parachute Water Tank Repair","08621","28-FEB-18","23013","EIAF","Garfield"
"75000","Parachute Infra Improve for Econ Diversification","00124","27-JUL-17","23013","REDI","Garfield"
"38000","Parachute Diamond Avenue Reconstruction","08716","04-JUN-18","23013","EIAF","Garfield"
"13335","CSBG17-Garfield County 2018-2021 (L18CSBG17)","18-GARF","30-SEP-17",NA,"CSBG","Garfield, Pitkin"
"1055898","	Garfield/Pitkin County Wireless Broadband Network Implementation","08744","31-JUL-18","23005","EIAF","Garfield, Pitkin"
"0","WSCU Tenderfoot Health & Safety Project","07070","04-MAR-13",NA,"EIAF","Gunnison"
"175000","Gunnison County Courthouse Re-use & Renovation","07071","28-FEB-13","26006","EIAF","Gunnison"
"650000","Gunnison Public Safety Facility","07145","17-APR-13","26008","EIAF","Gunnison"
"1000000","Gunnison County Courthouse","07317","04-DEC-13","26006","EIAF","Gunnison"
"200000","Gunnison City Hall Remodel","07383","18-FEB-14","26008","EIAF","Gunnison"
"150000","Gunnison County Courthouse Construction Completion","07582","16-OCT-14","26006","EIAF","Gunnison"
"150000","Gunnison Senior Center","07583","16-OCT-14","26008","EIAF","Gunnison"
"150000","Crested Butte Affordable Housing Infrastructure Phase II","07697","24-FEB-15","26004","EIAF","Gunnison"
"20000","Gunnison County Economic Plan","07769","12-JAN-15","26006","EIAF","Gunnison"
"25000","Gunnison County Public Safety Communications Site Plan","08120","20-JAN-16","26006","EIAF","Gunnison"
"90000","Crested Butte WW Treatment Plant Engineering","09082","24-FEB-16","26004","EIAF","Gunnison"
"302500","Gunnison County CNG Vehicle Purchase & Shop Upgrades","09119","04-APR-16","26006","EIAF","Gunnison"
"115623","Western State Colorado University ICEhouse Innovation Center","08171","04-AUG-16",NA,"EIAF","Gunnison"
"571399","Gunnison County Family Services Facility Remodel","08312","04-MAY-17","26006","EIAF","Gunnison"
"400000","Crested Butte Wastewater Plant Upgrades","08313","05-DEC-16","26004","EIAF","Gunnison"
"200000","Crested Butte Wastewater Treatment Plant Upgrades Phase 2","08367","27-APR-17","26004","EIAF","Gunnison"
"25000","City of Gunnison Central Bus. District Plan","08441","10-MAR-17","26008","EIAF","Gunnison"
"70482","Gunnison County CNG Vehicle Acquisition","08504","20-OCT-17","26006","EIAF","Gunnison"
"86500","Crested Butte WTP Upgrades Engineering","08623","28-FEB-18","26004","EIAF","Gunnison"
"746619","Mt. Crested Butte Maintenance Facility","08663","27-MAR-18","26011","EIAF","Gunnison"
"5175","Gunnison County Crested Butte South Side Planning","08677","22-DEC-17","26006","EIAF","Gunnison"
"3325","Gunnison County - NFCMM Working Group","08682","02-FEB-18","26006","EIAF","Gunnison"
"24750","Gunnison County Sage Grouse EIS Consultant - Fed Lands","09016","24-AUG-15","26006","EIAF","Gunnison"
"11098","CSBG19-Gunnison County 2018-2021 (L18CSBG19)","18-GUNN","30-SEP-17",NA,"CSBG","Gunnison, Hinsdale"
"10000","Hinsdale County Main Street Mini Grant - FY 2016","07999","08-JUN-15","27001","EIAF","Hinsdale"
"1200","Hinsdale County CPI Saving Places Conference 2016","08102","03-DEC-15","27001","EIAF","Hinsdale"
"1850","Hinsdale County Main Street 2016 Conference Scholarship","08122","28-JAN-16","27001","EIAF","Hinsdale"
"10000","Hinsdale County Main Street Mini-Grant FY 16-17","08221","23-MAY-16","27001","EIAF","Hinsdale"
"10000","Hinsdale County Main Street Mini-Grant FY 17-18","08476","21-JUL-17","27001","EIAF","Hinsdale"
"3000","Hinsdale County Main Street Scholarship FY 17-18","08485","28-JUL-17","27001","EIAF","Hinsdale"
"3000","Hinsdale County Main Street Scholarship FY 16-17","08256","07-SEP-16","27001","EIAF","Hinsdale"
"0","Hinsdale County Ute Ulay Economic Redevelopment","07079","04-MAR-13","27001","EIAF","Hinsdale"
"15000","Lake City Capital Improvement Plan","07156","12-DEC-12","27005","EIAF","Hinsdale"
"8300","Lake City Main Street Mini-Grant 2013","07263","07-MAY-13","27001","EIAF","Hinsdale"
"25000","Lake City Engineering Planning Services","07444","27-MAR-14","27005","EIAF","Hinsdale"
"76250","Hinsdale County Assessor/Treasurer Software Upgrade","07484","11-JUN-14","27001","EIAF","Hinsdale"
"600000","Lake City Town Hall Rehabilitation and Addition","07512","12-AUG-14","27005","EIAF","Hinsdale"
"10000","Hinsdale County Main Street Mini Grant - 2014","07539","08-MAY-14","27001","EIAF","Hinsdale"
"49560","Hinsdale County Courthouse Fire Escape & Foundation","07584","16-OCT-14","27001","EIAF","Hinsdale"
"800000","Lake City Water Line Repair & Replacement","07619","10-DEC-14","27005","EIAF","Hinsdale"
"4725","Lake City Ordinance Coding","07993","01-JUN-15","27005","EIAF","Hinsdale"
"135000","Hinsdale County Courthouse Renovation","08060","24-AUG-15","27001","EIAF","Hinsdale"
"500","Hinsdale County Downtown Colorado Inc Conference 2015","09013","18-AUG-15","27001","EIAF","Hinsdale"
"200000","Lake City Water Quality Compliance Engineering","07485","11-JUN-14","27005","EIAF","Hinsdale"
"375000","Hinsdale County Emergency Communications Site Power Supply","08206","04-AUG-16","27001","EIAF","Hinsdale"
"78125","Hinsdale County Upper Piedra Tower Engineering","08368","27-APR-17","27001","EIAF","Hinsdale"
"800000","Lake City Water Compliance Plan Implementation Phase II","09120","04-APR-16","27005","EIAF","Hinsdale"
"71250","Hinsdale County Coalition for Endangered Species FLC","09083","24-FEB-16","27001","EIAF","Hinsdale"
"153005","Mesa County 2015-2018 (L15CSBG28)","15-MESA","01-MAR-15","39023","CSBG","Mesa"
"28874","CSBG28-Mesa County 2018-2021 (L18CSBG28)","18-MESA","30-SEP-17","39023","CSBG","Mesa"
"25000","Palisade Civic Complex Planning & Design","07017","02-OCT-12","39034","EIAF","Mesa"
"39500","De Beque I-70 Waterline Extension","07072","28-FEB-13","39012","EIAF","Mesa"
"0","Grand Junction Street Planning and Design","07073","04-MAR-13","39020","EIAF","Mesa"
"600000","Fruita Pine Street Corridor Improvements","07141","17-APR-13","39014","EIAF","Mesa"
"350000","Mesa County KE and 48 1/2 Road Realignment","07142","17-APR-13","39023","EIAF","Mesa"
"750000","Lower Valley FPD Station Addition","07143","17-APR-13","39021","EIAF","Mesa"
"110000","Clifton Sanitation District WWTP Improvements","07144","17-APR-13","39007","EIAF","Mesa"
"35000","Mesa County Economic Development Intern","07174","25-FEB-13","39023","EIAF","Mesa"
"15000","Mesa W&S District Water Filtration System Upgrade","07207","06-JUN-13","39026","EIAF","Mesa"
"175000","Grand Junction Pear Park Fire Station Design","07208","06-JUN-13","39020","EIAF","Mesa"
"700000","Mesa County 45.5 Road Realignment MP2-2.6 Phase I","07232","14-AUG-13","39023","EIAF","Mesa"
"150000","Grand Junction Mill Tailings Removal","07247","18-APR-13","39020","EIAF","Mesa"
"5000","Fruita Main Street Mini-Grant 2013","07252","06-MAY-13","39014","EIAF","Mesa"
"100000","Clifton San. Dist. Collection System Replacement/Upgrade","07297","15-OCT-13","39007","EIAF","Mesa"
"729500","Mesa County 45.5 Road Realignment MP 2-2.6 Phase II","07318","04-DEC-13","39023","EIAF","Mesa"
"1000000","Fruita Public Works & Parks Maintenance Facility","07319","04-DEC-13","39014","EIAF","Mesa"
"1000000","Grand Junction Avalon Theater Renovation","07320","04-DEC-13","39020","EIAF","Mesa"
"6500","Grand Junction Whitewater Park Feasibility Study","07344","23-SEP-13","39020","EIAF","Mesa"
"15000","Mesa County Energy Monitoring Consultant Services","07353","25-NOV-13","39023","EIAF","Mesa"
"145000","Mesa County Grand Valley Transit CNG Bus Purchase","07385","18-FEB-14","39023","EIAF","Mesa"
"40000","Fruita Downtown Design Project","07387","18-FEB-14","39014","EIAF","Mesa"
"200000","Grand Junction CNG Fueling Fac. Expansion & Vehicle Purchase","07388","18-FEB-14","39020","EIAF","Mesa"
"74274","Grand Valley Drainage Dist. Equipment Replacement","07389","18-FEB-14","39017","EIAF","Mesa"
"200000","Palisade Downtown Streets Reconstruction","07390","18-FEB-14","39034","EIAF","Mesa"
"500000","Mesa County 21 & H.4 Bridge Replacement","07418","08-APR-14","39023","EIAF","Mesa"
"500000","Clifton Sanitation Dist. Anaerobic Basin Selector","07419","08-APR-14","39007","EIAF","Mesa"
"180000","Grand Junction Las Colonias Park Amphitheater Design","07487","11-JUN-14","39020","EIAF","Mesa"
"1650000","Mesa County 45.5 Road MP 675 Phases 3 & 4","07514","13-AUG-14","39023","EIAF","Mesa"
"758","DeBeque Priority Based Budget Conference Tuition 2014","07554","18-JUL-14","39012","EIAF","Mesa"
"500000","Grand Junction Persigo Biogas","07564","13-AUG-14","39020","EIAF","Mesa"
"1500000","Grand Junction Fire Station 4","07624","10-DEC-14","39020","EIAF","Mesa"
"400000","Fruita Ottley Ave. Utility & Drainage Infrastructure Imp.","07625","10-DEC-14","39014","EIAF","Mesa"
"3500","DeBeque Fiscal Health Checkup","07642","07-OCT-14","39012","EIAF","Mesa"
"25000","Grand Junction Economic Development Action Plan","07655","12-NOV-14","39020","EIAF","Mesa"
"45000","Clifton Sanitation Dist. Collection System & Strategic Plan","07698","24-FEB-15","39007","EIAF","Mesa"
"200000","Grand Junction Leach Creek Stormwater Detention Facility","07699","11-FEB-15","39020","EIAF","Mesa"
"2000000","De Beque FPD Fire Station Construction","07747","26-MAR-15",NA,"EIAF","Mesa"
"352000","Grand Junction CNG and Electric Vehicles Purchase","07748","26-MAR-15","39020","EIAF","Mesa"
"225000","Fruita Downtown Streetscape Improvements","07749","26-MAR-15","39014","EIAF","Mesa"
"540000","Mesa County 16 Road Bridge Replacements","07859","05-AUG-15","39023","EIAF","Mesa"
"600000","Grand Junction North Avenue Complete Streets","07860","05-AUG-15","39020","EIAF","Mesa"
"149","De Beque Managing Like A Futurist Workshop Scholarship","07878","13-APR-15","39012","EIAF","Mesa"
"20000","Fruita Gateway Enhancement Plan","07881","13-APR-15","39014","EIAF","Mesa"
"25000","Grand Junction Police Annex Needs Analysis","07896","18-MAY-15","39020","EIAF","Mesa"
"20000","Clifton FPD Emergency Services Plan","08007","15-JUN-15","39005","EIAF","Mesa"
"20000","Grand Junction Comprehensive Housing Evaluation","08030","10-AUG-15","39020","EIAF","Mesa"
"105000","Clifton Sanitation Dist. Collection System Replacement","08062","24-AUG-15","39007","EIAF","Mesa"
"100000","Fruita Public Works/Maintenance Facility Phase 2","08063","24-AUG-15","39014","EIAF","Mesa"
"49643","Grand Mesa Metro. Dist. WW Treatment Plant Design","08064","24-AUG-15","39048","EIAF","Mesa"
"25000","Grand Junction Joint-Use Fire Facility Feasibility Study","08111","10-DEC-15","39020","EIAF","Mesa"
"4750","De Beque GIS Data Development - Fiscal Health","08150","04-APR-16","39012","EIAF","Mesa"
"25000","Palisade Plunge Planning Consultant","08325","03-OCT-16","39034","EIAF","Mesa"
"1650000","Mesa County Buckskin Road Improvements","09005","08-DEC-15","39023","EIAF","Mesa"
"75000","Clifton Sanitation Dist. WW Master Plan Update/Finance Plan","09085","24-FEB-16","39007","EIAF","Mesa"
"609054","Mesa County Grand Valley Transit CNG Buses/Fueling Equipment","09123","04-APR-16","39023","EIAF","Mesa"
"1600000","Grand Junction Las Colonias Ampitheater Development","09124","04-APR-16","39020","EIAF","Mesa"
"212000","De Beque 2nd Street Reconstruction","09125","04-APR-16","39012","EIAF","Mesa"
"250000","Clifton Sanitation Dist. I-70 Sewer Replacement Phase II","09126","04-APR-16","39007","EIAF","Mesa"
"200000","Fruita Long Term Care","12-507","06-DEC-12","39014","CDBGPF","Mesa"
"153469",NA,"12-MESA","01-MAR-12","39023","CSBG","Mesa"
"500000","Mesa County BLF","14-595","07-NOV-14","39023","CDBGED","Mesa"
"2000000","Palisade Cameo Sport Shooting & Education Complex","07626","10-DEC-14","39034","EIAF","Mesa"
"1091286","Mesa County 330E Road & 66-8 Structure Improvements","07746","26-MAR-15","39023","EIAF","Mesa"
"43985","De Beque Fiscal Health Asset Inventory CIP/GIS","08174","04-AUG-16","39012","EIAF","Mesa"
"750000","Mesa County West Divide Road Improvements","08203","04-AUG-16","39023","EIAF","Mesa"
"25000","Palisade Comprehensive Master Plan & Zoning Code Update","08242","08-AUG-16","39034","EIAF","Mesa"
"150000","Collbran Downtown Improvements","08298","05-DEC-16","39011","EIAF","Mesa"
"250000","Mesa County K Road 20.2 to 21 Improvements","08315","05-DEC-16","39023","EIAF","Mesa"
"137904","Mesa County/Grand Valley CNG Transit Buses","08369","27-APR-17","39023","EIAF","Mesa"
"48000","Clifton SD Maintenance and Parts Storage Building Expansion","08370","27-APR-17","39007","EIAF","Mesa"
"150000","Grand Junction Grand Mesa Radio Site","08371","27-APR-17","39020","EIAF","Mesa"
"450000","Mesa County V.8 Road Big Salt Wash Crossing","08408","04-MAY-17","39023","EIAF","Mesa"
"12900","Mesa WSD Submersible Well Pump Improvement","08435","27-APR-17","39026","EIAF","Mesa"
"200000","Mesa Palisade Plunge Trail Project Permitting and Design","08436","09-FEB-17","39023","EIAF","Mesa"
"25000","Grand Junction Rec. Center Feasibility Study","08472","10-JUL-17","39020","EIAF","Mesa"
"833000","Mesa County CR 24-H.96 Bridge Replacement Project","08539","05-DEC-17","39023","EIAF","Mesa"
"750000","Grand Junction Las Colonias Park Infrastructure","08542","05-DEC-17","39020","EIAF","Mesa"
"523500","Mesa County 64.6 Road Improvements","08665","27-MAR-18","39023","EIAF","Mesa"
"25000","Clifton SD Sanitary Sewer Main Engineering/Design","08685","07-FEB-18","39007","EIAF","Mesa"
"1000000","Mesa County Road 58.6  (Kimball Creek)  Improvements","08745","31-JUL-18","39023","EIAF","Mesa"
"1000000","Grand Junction Two Rivers Convention Center Improvements","08746","31-JUL-18","39020","EIAF","Mesa"
"17500","Fruita Priority Based Budgeting","09051","23-NOV-15","39014","EIAF","Mesa"
"2000000","Mesa County Buzzard Creek Crossing Improvements","09122","04-APR-16","39023","EIAF","Mesa"
"1000000","Fruita Kokopelli Riverfront Trail Construction","08201","04-AUG-16","39014","EIAF","Mesa"
"325000","Fruita Highway 6 Sewer Line Replacement","08540","05-DEC-17","39014","EIAF","Mesa"
"800000","Grand Junction Las Colonias Business Park","08664","27-MAR-18","39020","EIAF","Mesa"
"4040","Grand Junction Law Enforcement 2016","16-009","30-JUN-16","39020","MJ","Mesa"
"14262","Moffat County 2015-2018 (L15CSBG31)","15-MOFF","01-MAR-15",NA,"CSBG","Moffat"
"7805","CSBG31-Moffat County United Way  2018-2019 (L18CSBG31)","18-MOFF","30-SEP-17",NA,"CSBG","Moffat"
"7805","CSBG31-Moffat County United Way  2018-2019 (L18CSBG31)","18-MOFF","30-SEP-17",NA,"CSBG","Moffat"
"10000","Moffat County Roadway Engineering and Design","07006","28-AUG-12","41007","EIAF","Moffat"
"55000","Dinosaur Sewer Lagoon Upgrade","07151","28-FEB-13","41005","EIAF","Moffat"
"3000","Craig Community Assessment","07175","20-FEB-13","41004","EIAF","Moffat"
"556000","Moffat County Shadow Mountain Neighborhood Infrastructure","07323","04-DEC-13","41007","EIAF","Moffat"
"511075","Dinosaur Sewer Lagoon Improvements Phase II","07535","13-AUG-14","41005","EIAF","Moffat"
"66465","Moffat County Community Parks Playground Equipment","07543","11-JUN-14","41007","EIAF","Moffat"
"144850","Craig Breeze Park Development","07586","16-OCT-14","41004","EIAF","Moffat"
"1671329","Moffat County Shadow Mountain Infrastructure - Phase II","07620","10-DEC-14","41007","EIAF","Moffat"
"1444359","Moffat County Shadow Mountain Infrastructure - Phase III","07894","05-AUG-15","41007","EIAF","Moffat"
"25000","Moffat County Economic Assessment & Action Plan","09023","27-AUG-15","41007","EIAF","Moffat"
"25000","Craig - Moffat County Broadband Study","09131","09-DEC-15","41004","EIAF","Moffat"
